stream,gender,log_quo,read_sk,hsc score,sports_in,sports_ac,arts_in,arts_rel,teach_sk,comm_sk,stage_in,lead,lead_m,chem_in,chem_sk,tech_in,tech_sh,tech_s_s,tech_h_s,bio_in,bio_class,bio_pr,fam_bus,fam_biz,pub_serv,maths_sk,visual,career
commerce,other,5,8,156,no,0,yes,literature,6,8,no,6,5,no,0,no,0,0,0,yes,medical,dental,yes,agriculture,1,1,3,Medicine and Nutrition
none,female,2,7,241,no,0,yes,theatre,1,2,yes,6,2,no,0,yes,software,0,0,yes,medical,pediatrician,no,0,6,9,8,Theatre & Tourism
commerce,female,6,3,461,no,0,yes,fineart,9,5,no,4,4,no,0,no,0,0,0,yes,medical,physician,no,0,4,1,6,Medicine and Nutrition
arts,male,8,5,384,yes,5,no,0,0,9,no,3,1,no,0,yes,software,0,0,no,0,0,yes,agriculture,10,8,9,Sports Science
bio,female,7,7,338,yes,2,no,0,5,2,no,2,5,yes,5,no,0,0,0,no,0,0,no,0,1,5,9,Graphics & Designing
none,female,6,10,408,yes,3,no,0,8,6,no,4,8,no,0,no,0,0,0,no,0,0,yes,agriculture,4,5,7,Teaching
arts,female,5,2,86,no,0,yes,literature,8,3,no,1,1,yes,8,yes,hardware,0,0,no,0,0,no,0,5,2,7,Chemical Engineering
none,female,7,8,487,no,0,yes,literature,9,7,no,4,3,yes,8,no,0,0,0,no,0,0,no,0,4,3,2,Teaching
commerce,other,4,6,49,no,0,yes,theatre,7,1,no,4,9,no,0,no,0,0,0,yes,nutritionist,pediatrician,yes,construction,3,6,1,Theatre & Tourism
arts,female,10,5,424,yes,3,no,0,5,0,yes,8,8,yes,9,no,0,0,0,yes,medical,orthopaedic,yes,industrial,3,5,9,Marketing Management
arts,male,9,4,332,yes,5,no,0,3,6,no,2,9,no,0,yes,hardware,0,0,yes,nutritionist,physician,yes,construction,10,3,9,Sports Science
arts,female,7,6,370,yes,1,yes,fineart,3,5,no,4,4,yes,6,no,0,0,0,yes,medical,veterinary,yes,industrial,10,2,10,Medicine and Nutrition
commerce,male,10,0,451,yes,3,yes,music,4,5,yes,2,4,yes,5,no,0,0,0,no,0,0,yes,construction,4,7,5,Business/Industrial Mngmnt.
arts,male,6,1,424,yes,4,yes,fineart,3,7,no,6,5,yes,7,yes,hardware,0,0,yes,nutritionist,orthopaedic,no,0,4,9,5,Sports Science
none,other,3,8,254,yes,4,no,0,10,3,no,9,2,no,0,no,0,0,0,no,0,0,yes,construction,3,1,3,Sports Science
maths,other,2,2,210,yes,1,yes,literature,6,2,yes,5,4,yes,1,yes,software,0,0,no,0,0,no,0,5,3,9,Graphics & Designing
arts,female,6,2,456,yes,5,no,0,1,2,yes,6,6,no,0,no,0,0,0,yes,medical,pediatrician,no,0,2,6,1,Sports Science
commerce,other,5,10,56,no,0,yes,theatre,1,5,yes,1,2,no,0,yes,hardware,0,0,yes,nutritionist,orthopaedic,no,0,4,8,9,Theatre & Tourism
maths,other,3,0,27,yes,3,yes,fineart,9,6,yes,9,7,yes,5,no,0,0,0,yes,medical,dental,no,0,8,8,2,Teaching
none,female,6,4,332,yes,4,no,0,1,7,yes,6,2,no,0,no,0,0,0,no,0,0,no,0,4,3,8,Sports Science
bio,male,0,0,114,yes,4,no,0,5,4,no,6,6,no,0,no,0,0,0,no,0,0,yes,agriculture,7,9,9,Sports Science
commerce,male,4,6,303,no,0,yes,literature,3,1,yes,10,1,yes,6,no,0,0,0,yes,nutritionist,physician,no,0,5,7,8,Medicine and Nutrition
bio,female,7,1,413,no,0,yes,tourism,3,1,no,9,3,yes,1,no,0,0,0,yes,medical,orthopaedic,no,0,9,4,6,Medicine and Nutrition
none,other,0,3,297,yes,5,yes,fineart,1,8,yes,2,1,no,0,no,0,0,0,yes,nutritionist,veterinary,yes,construction,6,2,8,Sports Science
maths,female,4,3,304,yes,1,yes,tourism,10,3,yes,10,4,yes,8,no,0,0,0,yes,nutritionist,dental,no,0,1,6,8,Chemical Engineering
bio,other,2,10,187,no,0,yes,music,8,5,yes,1,6,yes,6,no,0,0,0,yes,nutritionist,veterinary,no,0,8,6,3,Medicine and Nutrition
arts,other,4,8,260,no,0,no,0,0,0,no,10,4,no,0,no,0,0,0,no,0,0,yes,agriculture,4,10,2,Business/Industrial Mngmnt.
maths,male,5,7,80,no,0,no,0,9,7,no,2,7,yes,2,yes,hardware,0,0,no,0,0,yes,enterprise,10,10,10,Teaching
arts,female,3,5,131,no,0,no,0,6,5,no,1,10,yes,7,no,0,0,0,yes,medical,orthopaedic,yes,industrial,8,7,5,Chemical Engineering
commerce,female,0,2,99,yes,2,no,0,0,2,no,2,5,yes,1,no,0,0,0,no,0,0,yes,construction,8,5,7,Business/Industrial Mngmnt.
arts,male,5,1,189,yes,1,no,0,7,9,yes,3,5,yes,7,no,0,0,0,no,0,0,no,0,6,9,7,Teaching
none,other,10,10,393,yes,2,yes,literature,0,7,yes,10,9,yes,9,no,0,0,0,yes,medical,veterinary,yes,enterprise,8,8,8,Marketing Management
none,other,7,1,355,no,0,yes,music,7,1,no,10,9,yes,7,no,0,0,0,no,0,0,yes,enterprise,8,10,6,Marketing Management
maths,female,9,0,423,yes,5,yes,music,6,9,no,9,10,no,0,yes,software,0,0,yes,nutritionist,veterinary,yes,enterprise,7,1,10,Sports Science
commerce,other,3,10,269,yes,5,no,0,6,8,yes,8,7,no,0,no,0,0,0,yes,medical,pediatrician,yes,construction,8,10,9,Sports Science
maths,male,6,8,332,yes,2,yes,literature,9,3,no,9,4,yes,3,no,0,0,0,no,0,0,yes,industrial,3,8,3,Business/Industrial Mngmnt.
maths,male,9,8,364,yes,2,no,0,5,10,no,7,10,yes,7,no,0,0,0,no,0,0,no,0,7,2,1,Marketing Management
bio,female,10,5,338,no,0,no,0,1,9,no,5,8,yes,5,yes,hardware,0,0,yes,medical,dental,no,0,2,8,7,Medicine and Nutrition
arts,male,7,9,474,no,0,no,0,6,1,yes,2,10,yes,3,yes,hardware,0,0,yes,medical,physician,yes,enterprise,7,6,1,Medicine and Nutrition
commerce,female,5,0,140,yes,5,yes,music,4,3,no,2,1,yes,3,yes,hardware,0,0,yes,nutritionist,dental,no,0,6,9,10,Sports Science
bio,other,7,10,391,yes,4,yes,music,7,10,no,2,7,yes,6,no,0,0,0,no,0,0,no,0,10,3,10,Sports Science
bio,female,1,3,132,no,0,no,0,7,10,no,3,5,yes,5,yes,hardware,0,0,no,0,0,no,0,4,3,6,Teaching
commerce,male,2,2,9,no,0,no,0,5,4,no,9,8,no,0,yes,hardware,0,0,yes,medical,dental,no,0,9,1,6,Marketing Management
arts,other,6,6,341,no,0,no,0,4,10,yes,1,8,no,0,yes,software,0,0,no,0,0,yes,agriculture,4,1,6,Business/Industrial Mngmnt.
arts,other,6,8,332,yes,1,yes,tourism,1,3,no,8,10,no,0,no,0,0,0,yes,nutritionist,physician,no,0,9,1,10,Marketing Management
none,female,8,4,391,yes,2,no,0,4,9,yes,4,6,yes,5,no,0,0,0,no,0,0,yes,industrial,5,3,4,Business/Industrial Mngmnt.
maths,male,9,2,417,yes,2,no,0,2,2,no,3,4,yes,6,yes,hardware,0,0,no,0,0,no,0,2,2,7,Graphics & Designing
bio,other,7,7,454,yes,1,yes,theatre,10,6,yes,4,7,no,0,yes,hardware,0,0,no,0,0,no,0,4,7,1,Theatre & Tourism
commerce,other,9,10,445,no,0,no,0,7,5,no,4,2,yes,1,no,0,0,0,no,0,0,yes,agriculture,1,7,5,Business/Industrial Mngmnt.
bio,male,10,2,480,yes,5,no,0,9,6,no,3,10,no,0,yes,software,0,0,yes,nutritionist,physician,yes,enterprise,4,4,8,Sports Science
arts,other,8,1,330,yes,4,yes,theatre,10,10,yes,2,3,yes,9,yes,software,0,0,yes,nutritionist,veterinary,no,0,1,3,7,Sports Science
maths,other,1,5,135,no,0,yes,tourism,0,5,no,6,4,no,0,yes,hardware,0,0,yes,nutritionist,physician,yes,industrial,1,10,6,Medicine and Nutrition
bio,other,4,5,264,yes,2,no,0,5,1,no,3,3,no,0,yes,hardware,0,0,yes,nutritionist,veterinary,no,0,6,2,10,Medicine and Nutrition
none,other,2,1,120,no,0,yes,fineart,0,2,yes,1,2,no,0,no,0,0,0,no,0,0,yes,industrial,5,1,5,Business/Industrial Mngmnt.
maths,female,4,10,104,yes,3,yes,music,9,8,no,4,1,yes,9,yes,hardware,0,0,no,0,0,yes,enterprise,1,3,5,Teaching
maths,female,9,5,361,yes,2,yes,fineart,1,7,yes,4,2,yes,3,yes,software,0,0,no,0,0,no,0,10,8,6,UPSC/GPSC etc.
arts,male,5,10,146,no,0,no,0,0,6,yes,2,2,yes,10,yes,hardware,0,0,no,0,0,no,0,6,4,4,Chemical Engineering
maths,other,4,3,178,yes,3,no,0,9,0,no,7,6,yes,7,no,0,0,0,no,0,0,no,0,5,2,8,Marketing Management
none,male,2,1,214,yes,3,no,0,3,4,no,2,2,yes,3,yes,hardware,0,0,no,0,0,no,0,10,7,1,UPSC/GPSC etc.
maths,male,6,4,441,no,0,no,0,6,7,yes,2,2,yes,4,yes,software,0,0,no,0,0,yes,agriculture,3,2,10,Business/Industrial Mngmnt.
commerce,other,3,0,94,no,0,yes,fineart,9,9,yes,3,3,no,0,yes,software,0,0,yes,nutritionist,pediatrician,yes,construction,10,3,2,Teaching
bio,male,1,7,82,no,0,no,0,8,5,no,2,5,no,0,yes,software,0,0,yes,nutritionist,physician,no,0,2,5,5,Medicine and Nutrition
arts,male,5,10,256,no,0,yes,literature,1,2,no,6,6,yes,8,no,0,0,0,no,0,0,yes,agriculture,6,9,1,Chemical Engineering
bio,male,7,8,441,no,0,no,0,5,6,yes,3,2,yes,5,yes,software,0,0,no,0,0,yes,industrial,1,1,4,Business/Industrial Mngmnt.
maths,female,6,0,478,yes,5,no,0,1,2,no,9,4,no,0,yes,software,0,0,yes,medical,physician,no,0,7,5,5,Sports Science
maths,male,5,6,141,no,0,yes,music,10,9,yes,10,2,yes,8,no,0,0,0,no,0,0,yes,construction,4,2,7,Teaching
arts,other,6,10,498,no,0,yes,theatre,0,1,no,9,3,yes,9,no,0,0,0,no,0,0,yes,enterprise,1,1,9,Theatre & Tourism
bio,other,0,6,137,yes,3,yes,tourism,6,9,yes,2,2,yes,2,yes,software,0,0,yes,nutritionist,physician,no,0,7,5,10,Medicine and Nutrition
bio,other,1,8,112,no,0,no,0,7,0,yes,5,8,yes,10,yes,hardware,0,0,yes,nutritionist,pediatrician,yes,industrial,4,10,7,Chemical Engineering
maths,female,10,3,391,no,0,yes,literature,2,3,no,4,9,no,0,yes,software,0,0,yes,medical,physician,yes,enterprise,1,9,3,Medicine and Nutrition
maths,female,9,6,499,no,0,yes,theatre,2,1,yes,1,5,yes,3,yes,software,0,0,no,0,0,no,0,3,10,5,Theatre & Tourism
maths,male,7,0,499,no,0,no,0,3,5,yes,9,1,yes,1,no,0,0,0,yes,nutritionist,orthopaedic,no,0,4,5,8,Medicine and Nutrition
arts,other,1,3,256,no,0,yes,literature,0,7,yes,7,9,no,0,no,0,0,0,yes,medical,physician,yes,construction,6,8,9,Marketing Management
arts,male,0,10,211,no,0,no,0,0,5,yes,8,10,no,0,no,0,0,0,yes,nutritionist,orthopaedic,no,0,5,5,3,Marketing Management
commerce,male,7,6,431,no,0,yes,music,8,1,no,5,1,yes,6,yes,software,0,0,no,0,0,no,0,2,2,3,ARTS
bio,other,2,6,75,yes,5,no,0,4,10,yes,2,5,no,0,no,0,0,0,yes,nutritionist,dental,no,0,3,7,3,Sports Science
bio,female,1,5,315,no,0,yes,literature,3,2,no,5,4,no,0,no,0,0,0,no,0,0,yes,construction,9,10,7,Business/Industrial Mngmnt.
maths,male,7,10,424,yes,1,no,0,0,8,no,3,8,yes,6,no,0,0,0,no,0,0,no,0,5,2,1,ARTS
arts,male,1,4,260,yes,5,no,0,2,7,no,3,10,no,0,no,0,0,0,no,0,0,yes,industrial,7,10,6,Sports Science
commerce,male,5,7,68,no,0,no,0,2,6,yes,8,6,no,0,no,0,0,0,no,0,0,yes,industrial,10,3,1,Marketing Management
maths,other,4,1,181,yes,4,no,0,9,2,no,9,5,yes,5,yes,hardware,0,0,yes,nutritionist,physician,no,0,2,7,7,Sports Science
commerce,other,10,2,396,no,0,yes,literature,4,10,yes,9,5,yes,7,no,0,0,0,yes,medical,physician,no,0,5,5,4,Chemical Engineering
bio,female,1,4,288,no,0,no,0,2,9,yes,8,1,yes,4,yes,software,0,0,yes,nutritionist,orthopaedic,yes,industrial,9,3,8,Medicine and Nutrition
commerce,other,0,3,119,yes,4,yes,literature,7,7,no,9,5,no,0,no,0,0,0,no,0,0,yes,industrial,8,9,7,Sports Science
arts,other,5,4,23,yes,4,yes,music,9,2,no,10,2,no,0,no,0,0,0,yes,nutritionist,veterinary,no,0,1,6,1,Sports Science
bio,female,5,10,61,no,0,yes,music,5,0,yes,1,2,yes,10,no,0,0,0,no,0,0,no,0,3,8,2,Chemical Engineering
arts,male,5,5,42,no,0,yes,literature,5,1,yes,2,6,no,0,yes,hardware,0,0,yes,medical,physician,yes,enterprise,7,10,7,Medicine and Nutrition
maths,male,7,5,393,yes,4,yes,fineart,10,1,no,8,10,no,0,yes,software,0,0,no,0,0,no,0,3,3,9,Sports Science
maths,other,0,0,203,yes,3,no,0,1,4,no,3,1,no,0,yes,hardware,0,0,yes,nutritionist,veterinary,yes,agriculture,7,8,5,Medicine and Nutrition
bio,male,5,4,243,yes,5,no,0,3,7,yes,2,6,no,0,yes,hardware,0,0,yes,nutritionist,orthopaedic,yes,construction,3,6,2,Sports Science
arts,male,10,5,433,yes,3,no,0,9,9,no,5,6,no,0,yes,hardware,0,0,yes,nutritionist,orthopaedic,no,0,8,5,6,Teaching
commerce,other,0,3,326,yes,5,no,0,4,8,yes,7,1,yes,2,yes,hardware,0,0,yes,medical,dental,yes,construction,7,7,8,Sports Science
none,male,1,10,258,yes,5,yes,fineart,5,5,no,2,6,no,0,no,0,0,0,yes,medical,veterinary,yes,construction,2,5,6,Sports Science
commerce,male,1,10,2,no,0,no,0,0,7,no,6,10,yes,4,no,0,0,0,no,0,0,yes,enterprise,5,6,4,Business/Industrial Mngmnt.
bio,other,2,2,308,no,0,yes,fineart,5,10,no,7,9,yes,4,yes,hardware,0,0,yes,medical,orthopaedic,yes,construction,6,6,5,Marketing Management
none,other,10,3,432,yes,1,no,0,7,0,no,3,8,no,0,no,0,0,0,no,0,0,yes,construction,1,1,10,Business/Industrial Mngmnt.
bio,male,3,0,162,yes,3,yes,music,0,1,yes,5,3,no,0,yes,hardware,0,0,no,0,0,no,0,3,4,1,ARTS
bio,female,10,9,488,yes,5,no,0,9,4,no,2,9,no,0,no,0,0,0,no,0,0,yes,agriculture,2,8,5,Sports Science
arts,male,4,3,202,yes,5,no,0,4,6,no,4,3,yes,7,no,0,0,0,no,0,0,no,0,10,9,4,Sports Science
bio,male,7,2,362,no,0,no,0,1,5,yes,1,6,no,0,no,0,0,0,no,0,0,no,0,2,7,5,CA/CS/Banking
maths,other,9,7,454,no,0,no,0,6,10,yes,6,10,no,0,yes,hardware,0,0,no,0,0,no,0,2,6,10,CA/CS/Banking
arts,female,3,6,106,no,0,yes,theatre,7,1,no,5,8,no,0,yes,hardware,0,0,no,0,0,no,0,7,2,7,Theatre & Tourism
commerce,male,2,10,326,yes,3,yes,music,6,3,yes,2,4,yes,1,yes,hardware,0,0,yes,medical,dental,no,0,1,9,9,Medicine and Nutrition
arts,male,4,4,193,yes,4,yes,theatre,9,7,yes,7,3,yes,5,yes,hardware,0,0,yes,nutritionist,physician,no,0,4,10,3,Sports Science
maths,female,2,2,264,yes,4,no,0,2,6,no,1,7,yes,9,no,0,0,0,no,0,0,yes,agriculture,9,1,1,Sports Science
none,male,3,3,226,yes,1,yes,tourism,1,3,no,4,9,no,0,yes,software,0,0,yes,medical,veterinary,yes,agriculture,2,9,7,Medicine and Nutrition
maths,male,7,1,404,yes,2,yes,theatre,6,9,no,6,9,yes,4,yes,software,0,0,yes,medical,physician,no,0,1,4,9,Theatre & Tourism
none,other,10,10,435,yes,5,no,0,5,4,yes,4,10,yes,3,yes,software,0,0,no,0,0,yes,agriculture,10,6,10,Sports Science
maths,female,5,5,90,yes,4,no,0,1,4,no,7,9,yes,6,no,0,0,0,yes,nutritionist,physician,no,0,5,7,1,Sports Science
commerce,male,2,9,216,no,0,no,0,7,0,yes,2,9,yes,6,no,0,0,0,yes,nutritionist,physician,yes,construction,1,7,4,Medicine and Nutrition
arts,other,1,1,55,no,0,no,0,0,10,yes,3,10,no,0,no,0,0,0,yes,medical,pediatrician,yes,industrial,6,9,1,Medicine and Nutrition
commerce,female,10,7,365,no,0,no,0,9,8,no,1,3,yes,6,yes,hardware,0,0,yes,nutritionist,veterinary,no,0,8,4,6,Teaching
none,female,7,7,436,no,0,yes,theatre,9,10,yes,9,6,no,0,yes,hardware,0,0,no,0,0,yes,construction,2,4,3,Theatre & Tourism
none,male,2,10,28,yes,1,no,0,2,6,yes,9,3,no,0,yes,software,0,0,yes,medical,dental,no,0,2,5,6,Medicine and Nutrition
maths,other,4,8,36,yes,4,yes,tourism,4,7,no,5,2,yes,10,no,0,0,0,yes,nutritionist,orthopaedic,yes,enterprise,7,7,9,Sports Science
none,male,9,0,419,no,0,no,0,8,10,no,4,1,yes,4,no,0,0,0,yes,nutritionist,physician,no,0,2,4,3,Teaching
none,female,3,7,297,yes,2,yes,theatre,8,8,no,1,10,yes,3,no,0,0,0,no,0,0,yes,construction,2,4,5,Theatre & Tourism
bio,male,1,5,302,no,0,yes,tourism,2,3,yes,6,3,no,0,no,0,0,0,no,0,0,no,0,10,8,5,UPSC/GPSC etc.
maths,female,4,8,74,yes,4,no,0,2,0,yes,10,6,no,0,yes,hardware,0,0,yes,nutritionist,physician,yes,industrial,9,10,6,Sports Science
bio,male,0,3,39,yes,2,no,0,3,10,yes,6,7,yes,3,yes,software,0,0,yes,nutritionist,veterinary,yes,enterprise,1,10,10,Medicine and Nutrition
maths,female,3,6,122,yes,5,no,0,8,2,yes,4,9,yes,8,no,0,0,0,no,0,0,no,0,7,5,8,Sports Science
none,male,1,6,257,yes,5,yes,theatre,2,1,yes,5,7,yes,9,yes,hardware,0,0,yes,medical,orthopaedic,no,0,8,6,7,Sports Science
none,female,1,4,159,yes,1,no,0,5,4,no,10,5,no,0,yes,software,0,0,yes,medical,dental,no,0,3,7,8,Medicine and Nutrition
bio,other,8,5,395,no,0,no,0,10,3,yes,3,10,no,0,no,0,0,0,yes,medical,physician,yes,construction,9,9,1,Medicine and Nutrition
commerce,female,3,7,136,yes,2,yes,theatre,6,1,yes,8,10,no,0,yes,hardware,0,0,no,0,0,yes,enterprise,8,4,9,Theatre & Tourism
arts,female,5,0,310,no,0,yes,fineart,3,3,yes,3,3,yes,6,no,0,0,0,yes,medical,pediatrician,no,0,3,2,9,Medicine and Nutrition
none,other,8,3,360,yes,3,yes,theatre,10,9,no,4,7,yes,4,no,0,0,0,no,0,0,no,0,2,7,2,Theatre & Tourism
arts,male,3,9,10,no,0,yes,tourism,1,8,no,6,10,yes,3,yes,software,0,0,no,0,0,no,0,5,2,7,Graphics & Designing
arts,male,2,0,201,no,0,yes,literature,8,5,no,2,8,yes,5,yes,software,0,0,no,0,0,yes,industrial,6,8,2,Business/Industrial Mngmnt.
bio,other,8,0,497,no,0,no,0,1,10,no,8,5,no,0,yes,hardware,0,0,yes,nutritionist,orthopaedic,yes,industrial,3,10,4,Medicine and Nutrition
maths,female,5,8,110,yes,2,yes,theatre,1,9,yes,1,8,yes,7,yes,software,0,0,yes,nutritionist,pediatrician,no,0,6,5,10,Theatre & Tourism
bio,female,6,2,436,no,0,no,0,3,7,no,1,6,yes,1,no,0,0,0,yes,medical,dental,no,0,9,7,7,Medicine and Nutrition
commerce,female,7,3,359,yes,2,no,0,2,10,yes,8,3,no,0,no,0,0,0,no,0,0,yes,construction,2,3,2,Business/Industrial Mngmnt.
commerce,other,10,8,355,yes,5,no,0,2,7,yes,5,4,yes,8,no,0,0,0,no,0,0,no,0,5,1,1,Sports Science
bio,female,7,10,480,no,0,yes,theatre,6,1,yes,1,8,no,0,yes,software,0,0,yes,nutritionist,pediatrician,no,0,10,5,4,Theatre & Tourism
none,male,10,7,451,yes,2,yes,literature,5,0,no,9,4,yes,3,yes,software,0,0,no,0,0,no,0,4,8,2,CA/CS/Banking
bio,female,0,4,24,no,0,yes,theatre,10,2,no,8,1,yes,10,no,0,0,0,yes,nutritionist,orthopaedic,no,0,7,4,6,Theatre & Tourism
none,other,7,9,431,yes,3,no,0,8,4,yes,5,8,yes,2,no,0,0,0,yes,medical,pediatrician,yes,agriculture,5,7,9,Medicine and Nutrition
bio,other,8,5,349,no,0,yes,tourism,1,9,no,3,3,no,0,no,0,0,0,yes,nutritionist,veterinary,no,0,10,7,8,Medicine and Nutrition
bio,male,4,10,271,no,0,no,0,1,2,yes,1,4,yes,6,no,0,0,0,no,0,0,yes,industrial,9,2,9,Business/Industrial Mngmnt.
bio,female,7,8,418,yes,2,no,0,9,5,yes,6,9,yes,8,no,0,0,0,no,0,0,no,0,1,2,10,Chemical Engineering
maths,other,9,1,499,yes,3,no,0,10,0,no,8,7,no,0,yes,software,0,0,yes,medical,dental,no,0,1,4,2,Marketing Management
none,female,2,6,191,no,0,no,0,2,8,yes,8,10,yes,1,yes,software,0,0,no,0,0,yes,enterprise,10,5,1,Marketing Management
none,other,4,10,26,yes,2,yes,theatre,2,9,no,8,3,yes,8,no,0,0,0,yes,nutritionist,orthopaedic,yes,industrial,9,10,8,Theatre & Tourism
bio,male,0,2,90,no,0,no,0,9,7,yes,10,4,no,0,yes,hardware,0,0,yes,nutritionist,veterinary,no,0,3,9,6,Teaching
arts,male,5,10,84,no,0,no,0,3,6,yes,9,3,yes,1,yes,hardware,0,0,yes,medical,pediatrician,yes,enterprise,2,1,5,Medicine and Nutrition
bio,male,3,1,27,no,0,no,0,2,5,no,2,9,yes,8,no,0,0,0,no,0,0,no,0,6,2,1,Chemical Engineering
none,male,6,1,469,yes,2,yes,tourism,6,7,no,5,1,no,0,yes,software,0,0,yes,medical,pediatrician,no,0,9,8,10,Medicine and Nutrition
bio,male,6,1,446,yes,2,yes,tourism,7,0,no,8,1,yes,4,yes,hardware,0,0,no,0,0,yes,enterprise,5,9,7,Business/Industrial Mngmnt.
bio,other,4,7,311,no,0,no,0,7,9,yes,2,8,no,0,yes,software,0,0,yes,medical,orthopaedic,yes,enterprise,8,5,8,Teaching
bio,female,5,1,53,no,0,yes,tourism,2,6,yes,4,2,no,0,yes,software,0,0,no,0,0,no,0,9,5,3,UPSC/GPSC etc.
none,female,5,0,47,no,0,no,0,3,2,no,7,2,no,0,no,0,0,0,no,0,0,yes,industrial,8,10,5,Business/Industrial Mngmnt.
none,male,7,3,371,yes,2,no,0,5,0,yes,2,8,no,0,no,0,0,0,yes,medical,dental,no,0,6,1,8,Medicine and Nutrition
none,female,3,6,98,yes,1,yes,literature,3,7,no,9,2,yes,6,yes,hardware,0,0,no,0,0,no,0,4,9,3,CA/CS/Banking
maths,male,8,5,359,no,0,no,0,7,3,no,6,7,yes,3,yes,software,0,0,yes,medical,orthopaedic,yes,enterprise,9,1,4,Medicine and Nutrition
arts,male,0,6,100,yes,1,no,0,10,9,yes,10,3,yes,4,no,0,0,0,yes,nutritionist,dental,yes,agriculture,3,10,7,Teaching
none,female,7,6,471,yes,3,yes,tourism,8,3,yes,6,3,yes,9,no,0,0,0,yes,medical,veterinary,yes,industrial,5,10,10,Chemical Engineering
bio,male,9,7,434,no,0,no,0,10,6,yes,2,3,yes,9,no,0,0,0,no,0,0,yes,construction,9,4,5,Teaching
commerce,female,7,2,472,yes,1,no,0,10,0,yes,8,4,yes,2,no,0,0,0,no,0,0,yes,enterprise,4,3,3,Business/Industrial Mngmnt.
none,male,9,0,356,yes,2,yes,literature,1,5,yes,1,6,no,0,yes,software,0,0,no,0,0,yes,construction,8,10,9,Business/Industrial Mngmnt.
none,other,5,3,255,no,0,yes,theatre,4,7,no,3,5,no,0,no,0,0,0,yes,medical,pediatrician,no,0,2,2,9,Theatre & Tourism
commerce,female,6,2,395,yes,4,yes,tourism,8,8,no,1,4,yes,3,no,0,0,0,no,0,0,no,0,6,7,8,Sports Science
none,other,6,10,480,no,0,yes,fineart,6,6,yes,4,10,no,0,no,0,0,0,yes,medical,physician,no,0,9,2,5,Medicine and Nutrition
commerce,male,8,10,363,no,0,yes,fineart,10,7,no,8,6,yes,2,no,0,0,0,no,0,0,no,0,4,1,2,Teaching
none,male,4,9,82,yes,1,no,0,1,3,no,2,7,yes,9,yes,hardware,0,0,no,0,0,no,0,8,7,10,Chemical Engineering
commerce,other,4,6,19,yes,5,no,0,4,2,yes,1,10,yes,6,no,0,0,0,no,0,0,yes,construction,9,3,7,Sports Science
none,male,1,8,16,yes,4,no,0,0,0,yes,1,9,yes,2,no,0,0,0,no,0,0,no,0,5,10,5,Sports Science
maths,female,0,10,232,no,0,no,0,1,5,yes,7,9,yes,6,no,0,0,0,no,0,0,no,0,1,10,2,Marketing Management
commerce,male,9,8,380,yes,5,no,0,10,7,yes,9,6,yes,6,no,0,0,0,no,0,0,no,0,5,5,6,Sports Science
maths,other,7,0,415,yes,1,yes,literature,5,1,yes,8,4,no,0,yes,software,0,0,yes,nutritionist,orthopaedic,no,0,7,8,3,Medicine and Nutrition
arts,male,4,9,17,no,0,no,0,0,0,yes,6,10,no,0,no,0,0,0,yes,medical,pediatrician,yes,construction,8,9,3,Medicine and Nutrition
maths,female,3,0,168,yes,1,no,0,10,5,no,4,7,yes,6,yes,hardware,0,0,yes,nutritionist,pediatrician,yes,agriculture,10,9,10,Medicine and Nutrition
maths,female,0,3,14,yes,1,yes,literature,6,1,no,4,4,no,0,yes,hardware,0,0,yes,nutritionist,pediatrician,yes,enterprise,2,7,10,Medicine and Nutrition
maths,female,7,0,384,no,0,yes,theatre,4,5,no,4,10,no,0,yes,software,0,0,no,0,0,yes,enterprise,5,2,8,Theatre & Tourism
arts,male,1,4,262,yes,1,yes,theatre,4,5,yes,6,7,no,0,no,0,0,0,yes,nutritionist,pediatrician,yes,agriculture,8,1,8,Theatre & Tourism
maths,other,5,0,291,no,0,yes,fineart,3,1,yes,5,1,no,0,yes,software,0,0,no,0,0,no,0,3,9,9,CA/CS/Banking
arts,male,8,7,467,no,0,yes,music,8,2,yes,10,5,no,0,no,0,0,0,yes,nutritionist,pediatrician,no,0,9,10,10,Medicine and Nutrition
arts,male,9,9,386,yes,1,no,0,0,2,no,5,5,yes,1,yes,software,0,0,no,0,0,yes,industrial,2,4,9,Business/Industrial Mngmnt.
arts,male,4,4,93,no,0,yes,theatre,10,6,no,3,7,no,0,yes,hardware,0,0,yes,nutritionist,pediatrician,no,0,10,1,3,Theatre & Tourism
none,other,2,8,285,no,0,yes,theatre,6,6,no,4,9,no,0,no,0,0,0,no,0,0,no,0,5,2,6,Theatre & Tourism
maths,other,2,5,96,yes,3,yes,theatre,1,6,yes,10,7,yes,7,no,0,0,0,no,0,0,yes,construction,2,6,2,Theatre & Tourism
commerce,male,10,0,450,no,0,yes,literature,1,3,no,4,1,yes,10,no,0,0,0,yes,nutritionist,orthopaedic,yes,enterprise,7,8,3,Chemical Engineering
bio,male,10,7,362,no,0,no,0,1,1,yes,5,10,no,0,no,0,0,0,yes,medical,physician,yes,agriculture,1,6,8,Medicine and Nutrition
bio,male,9,3,354,yes,4,no,0,0,0,no,9,4,no,0,yes,software,0,0,no,0,0,no,0,2,2,3,Sports Science
arts,other,3,3,320,yes,4,yes,music,2,6,no,4,7,yes,1,no,0,0,0,no,0,0,yes,agriculture,10,9,4,Sports Science
